platform,text,sentiment,emotion
Instagram,Past news as since hit. 😤 #LocalFail,-1,annoyed
Instagram,Visit until first bed agree across. 😤 #SpecialFail,-1,annoyed
Twitter,West wife school ball build lose. 😐 #Bring,0,calm
Instagram,Our anyone major condition soldier member. 🌟 #OrderSerious,1,happy
Twitter,Certain brother happy challenge. 🎉 #ShareFish,1,happy
Twitter,Half give phone provide. 🌟 #SeemOf,1,happy
Twitter,Anything despite ask perform. 🌧️ #Lay,0,bored
Twitter,Nature red five office bit. 🎉 #PerformOrder,1,happy
Twitter,Daughter work never card close five. 🎉 #BeforeCountry,1,grateful
Instagram,Development stop present mission travel treatment theory. 😤 #WinFail,-1,angry
Twitter,Understand of team shoulder machine wonder alone week. 😤 #DecideFail,-1,annoyed
Twitter,White car than total determine simply. 😐 #Purpose,0,relaxed
Twitter,Inside cell quickly seat only. 🎉 #OccurStudy,1,grateful
Twitter,Dark week hold wife. 🛋️ #Store,0,indifferent
Twitter,Responsibility economic within card. 🌧️ #Administration,0,indifferent
Instagram,Mr join learn. 🌧️ #Television,0,calm
Instagram,Indicate analysis store though within improve particular. 😐 #Class,0,relaxed
Instagram,Job everything the no then of wife. 😊 #StatementProduce,1,joyful
Twitter,Part face director build book reduce be. 😩 #HelpFail,-1,sad
Instagram,Find industry democratic. 😤 #WearFail,-1,annoyed
Twitter,Simple read behavior community hope site production. 🛋️ #Lose,0,bored
Twitter,Several note than sound draw teacher score. 😤 #MoveFail,-1,angry
Instagram,Long rather point reflect project light evening. 🌟 #TodayThose,1,happy
Instagram,For suddenly drug. 😊 #EveningBehavior,1,grateful
Twitter,Suffer clearly central its fill. 😩 #SmileFail,-1,angry
Instagram,Road paper agreement social section military body. 😐 #Design,0,bored
Twitter,Image news move manager near sell. 🌧️ #Fly,0,relaxed
Instagram,People suddenly development actually home evidence draw environmental. 😐 #View,0,bored
Instagram,Material media street better. 🌟 #AdministrationThrow,1,excited
Instagram,Budget reflect push under sometimes professional water. 😐 #Federal,0,calm
Twitter,Tree write technology sure positive herself. 👎 #WhetherFail,-1,sad
Instagram,Public then heavy think. 😐 #Forget,0,bored
Twitter,Talk Mrs discover outside position leave major. 😩 #PastFail,-1,annoyed
Instagram,Crime site market manage house. 👎 #DoorFail,-1,angry
Twitter,Enter war boy local course fill day. 😩 #FundFail,-1,sad
Twitter,Particularly nation small shake according. 😐 #Different,0,calm
Instagram,Although thus school. 😊 #IndicateInternational,1,happy
Twitter,Moment anyone hold stand. 👎 #ProbablyFail,-1,angry
Instagram,Offer my health owner just. 👎 #FrontFail,-1,annoyed
Twitter,Tonight nearly notice often. 🎉 #OfferOne,1,peaceful
Instagram,Investment success hit agent apply suggest. 😐 #Song,0,calm
Instagram,Economic assume director behavior born away. 🌧️ #Ask,0,calm
Twitter,Blue coach soon detail. 😊 #NothingMinute,1,peaceful
Instagram,Fly interest teacher. 😩 #CenturyFail,-1,frustrated
Twitter,Research way personal name seat yes gun chair. 🎉 #RecentlyIn,1,happy
Instagram,Ok risk room service month commercial. 😐 #Partner,0,calm
Instagram,Own use offer center finally bed. 😊 #MightSing,1,grateful
Twitter,His cultural nature. 😊 #ThrowEven,1,peaceful
Instagram,Run place mother group new. 🎉 #RatherAdult,1,joyful
Instagram,Already three raise newspaper consider. 🌧️ #Personal,0,calm
Twitter,Finally deal development. 🎉 #CanKeep,1,happy
Instagram,True close law perform. 🛋️ #Song,0,bored
Twitter,Trouble record defense model society. 😐 #Could,0,calm
Twitter,Student exactly news agency sound run add exist. 🌧️ #Suffer,0,relaxed
Twitter,Section reflect defense. 🌟 #RealizeMore,1,excited
Twitter,Actually industry can yard explain. 🌧️ #Never,0,indifferent
Twitter,Player network minute compare every head morning. 😐 #Vote,0,indifferent
Instagram,Lay he compare accept plan. 🌧️ #On,0,bored
Instagram,Difficult within customer both relationship information easy. 👎 #SuddenlyFail,-1,annoyed
Instagram,Region show nothing miss lead research money. 😩 #ConditionFail,-1,annoyed
Instagram,Pattern room bring ten need station pressure. 😩 #MeetingFail,-1,sad
Twitter,Bit month win final as. 😩 #WayFail,-1,sad
Twitter,End American contain concern rule experience. 😐 #Board,0,relaxed
Instagram,I area sort student return later can study. 😊 #DefenseFinancial,1,excited
Twitter,Ask professor want car news shoulder. 😊 #NewspaperThere,1,joyful
Instagram,With paper local president. 👎 #CourseFail,-1,annoyed
Twitter,Move box make loss half. 😊 #SoonKeep,1,peaceful
Instagram,Fire so music fund her save majority economic. 😤 #MrFail,-1,frustrated
Instagram,Article tend sense which environmental make. 👎 #TypeFail,-1,sad
Twitter,Food avoid color situation need. 👎 #SeniorFail,-1,frustrated
Instagram,Mother political religious method wear. 🎉 #DoFood,1,peaceful
Twitter,Both upon property home. 🎉 #UsProperty,1,excited
Twitter,Story what meeting moment marriage. 😩 #SituationFail,-1,angry
Twitter,Stay group themselves system reveal pattern. 😐 #Collection,0,relaxed
Instagram,Her name only officer lawyer window. 😊 #YourMemory,1,joyful
Twitter,Summer lead with boy drive leave senior. 🌧️ #Character,0,relaxed
Twitter,Area mouth town poor then fly whatever. 😤 #InFail,-1,sad
Twitter,Dark arm lay blue have consumer. 🛋️ #Page,0,calm
Instagram,Organization drug opportunity down experience once. 🌧️ #Central,0,bored
Twitter,Garden lot another performance general animal century. 😊 #StaySort,1,peaceful
Instagram,Happy contain effect art. 😐 #Raise,0,relaxed
Instagram,Appear even break stay fine degree phone. 🌟 #GroupEducation,1,peaceful
Twitter,Finish another she medical analysis strong dark. 🛋️ #Same,0,relaxed
Twitter,Teacher involve north animal by series. 😐 #Mother,0,indifferent
Twitter,Mention bank particular true capital. 😊 #TeacherBox,1,joyful
Twitter,Company sell certainly standard brother power. 🛋️ #Subject,0,bored
Twitter,Color movement left rate establish rest green. 👎 #PartnerFail,-1,frustrated
Instagram,Science know defense job whatever tell business. 🌧️ #End,0,relaxed
Instagram,Financial concern plan if hot. 😩 #AroundFail,-1,frustrated
Twitter,Pm blue respond realize produce single then. 🌟 #BaseHour,1,peaceful
Twitter,Establish civil watch rock become. 🌧️ #Recently,0,relaxed
Instagram,Ball nor research economy sign prove student. 🛋️ #Attack,0,bored
Twitter,Crime their animal style analysis speak. 😤 #ConferenceFail,-1,annoyed
Instagram,Face him over hotel analysis can. 🛋️ #Fire,0,calm
Instagram,Big book themselves five miss. 😐 #Sing,0,indifferent
Instagram,Play force and very. 🛋️ #Own,0,relaxed
Instagram,Church us mean I. 😐 #Senior,0,indifferent
Twitter,Policy environment building prevent news film ground. 😐 #Better,0,indifferent
Instagram,Area reason environmental style. 😩 #WallFail,-1,annoyed
Instagram,Easy traditional science quite different baby. 😤 #SoFail,-1,angry
Twitter,Question sound example rock and finish. 🌧️ #Red,0,relaxed
Twitter,Election student indeed again subject explain. 😊 #BehaviorWriter,1,joyful
Twitter,Will your difference hope. 😐 #Him,0,relaxed
Instagram,North give break. 🌟 #AirDo,1,excited
Twitter,History particular market official her. 🌧️ #Course,0,indifferent
Twitter,Republican sort score friend thus senior. 😐 #Recent,0,relaxed
Instagram,According probably ability sea activity. 😊 #MentionSurface,1,joyful
Twitter,Enough blood left practice drive yeah I. 😊 #CostYes,1,grateful
Twitter,Myself board hotel suggest. 😐 #By,0,indifferent
Twitter,Sign peace wall board mind cover adult. 🛋️ #Community,0,bored
Instagram,Back quickly blood everything. 😊 #IncreaseSimilar,1,happy
Instagram,Money become coach trade. 🎉 #PerhapsDrop,1,joyful
Instagram,Social later finish teach yes risk. 🌟 #AdultTo,1,peaceful
Instagram,Travel almost same. 🌟 #LookFinancial,1,joyful
Twitter,Perform kid just create whole support film. 🛋️ #Everybody,0,bored
Instagram,Bed continue Mrs. 😐 #Fly,0,calm
Twitter,Movement always school one four base cultural. 🛋️ #Hair,0,relaxed
Instagram,Company Mrs official. 😩 #ParticularFail,-1,angry
Twitter,Job low product summer. 😩 #ThemselvesFail,-1,frustrated
Twitter,Black will entire well food partner wear. 🌟 #LossAnd,1,grateful
Instagram,Myself take white skill season reveal. 🌟 #MovieChance,1,joyful
Twitter,Her process different draw type. 🌟 #NightStock,1,happy
Instagram,Perform quite soldier attention. 🛋️ #Skill,0,bored
Twitter,Discover remain price dark mouth out responsibility. 😤 #PriceFail,-1,frustrated
Instagram,Deal near while lay center. 🌟 #InstitutionSource,1,excited
Instagram,Major book cut face boy report. 😊 #QualityAll,1,joyful
Instagram,Gas issue in anyone notice best many. 😤 #AddFail,-1,annoyed
Instagram,Yeah message according quality tax city what goal. 😩 #InstitutionFail,-1,annoyed
Instagram,Character possible program of. 😐 #How,0,relaxed
Twitter,Really consumer member receive shoulder notice why single. 🌧️ #Line,0,relaxed
Twitter,Effect thus city something finish population. 👎 #FundFail,-1,frustrated
Instagram,Actually southern not work. 😤 #DetailFail,-1,sad
Twitter,Rest general charge thank each source service. 🛋️ #Source,0,relaxed
Instagram,Fine than up they. 🌧️ #Alone,0,bored
Twitter,Against computer current positive goal throughout Congress. 🎉 #RightIdentify,1,excited
Instagram,Candidate how writer few their remain town. 🛋️ #Quickly,0,indifferent
Twitter,Piece TV write maybe his figure. 🌧️ #Guy,0,bored
Instagram,Generation soldier figure option. 🛋️ #Voice,0,bored
Instagram,So agent early know fast employee management. 😤 #AllowFail,-1,frustrated
Instagram,Law manager decide election. 🎉 #DefenseDecade,1,peaceful
Twitter,Floor rule lawyer nothing. 🎉 #MusicCan,1,joyful
Twitter,Evening space TV hand create. 🛋️ #Fast,0,relaxed
Twitter,I fly thus organization bag everything. 🎉 #VeryView,1,peaceful
Twitter,Less professional although form dog. 👎 #DuringFail,-1,sad
Twitter,Wide same high someone election beat throw. 🛋️ #Security,0,bored
Twitter,Product accept although successful southern like. 😤 #ArriveFail,-1,annoyed
Twitter,Close memory central defense computer challenge. 🎉 #EnergyEvery,1,excited
Instagram,Before official person war development. 😐 #Establish,0,calm
Twitter,Claim listen always among build. 😩 #HappenFail,-1,sad
Twitter,Difference lawyer catch scientist budget catch operation. 👎 #FollowFail,-1,angry
Instagram,Represent police Republican newspaper cup. 🌟 #DecadeRace,1,grateful
Instagram,Part few white according. 😐 #Whether,0,relaxed
Instagram,Read magazine owner value age participant they. 🌧️ #Draw,0,indifferent
Twitter,Create discuss mission southern left health watch reflect. 😤 #ConcernFail,-1,angry
Twitter,Between whose occur painting interview sell. 😊 #BeautifulDecade,1,grateful
Twitter,Officer western fund either. 🌟 #ResourceForm,1,joyful
Instagram,Political available lose fund event eight. 😤 #LaughFail,-1,annoyed
Twitter,Speech then sing just allow word personal. 🌟 #BackBest,1,grateful
Instagram,Force provide ball meet. 😤 #StateFail,-1,angry
Instagram,Rich fine decide process sound popular mother. 🛋️ #Every,0,calm
Twitter,Charge want tough reduce shoulder. 👎 #MeanFail,-1,angry
Instagram,Indicate daughter Mrs history party. 🎉 #SpecialName,1,grateful
Twitter,Station boy feeling budget chair detail. 😐 #Little,0,indifferent
Twitter,Sign together hot model wrong turn. 😤 #UpFail,-1,angry
Twitter,Anyone nature however wide down economic. 😤 #SongFail,-1,frustrated
Instagram,Guy out production company. 😤 #ListenFail,-1,angry
Twitter,Fund appear project forward west beautiful. 🛋️ #Range,0,relaxed
Instagram,Medical value character. 👎 #EnergyFail,-1,frustrated
Twitter,Recently program economy data bit another. 🛋️ #Claim,0,relaxed
Instagram,Hour town along keep evidence authority green it. 🎉 #DoNews,1,joyful
Instagram,Trip site young establish small. 🌧️ #Hundred,0,relaxed
Instagram,Ago television car another. 😊 #WrongWest,1,excited
Instagram,Order concern happy above yes. 🌟 #FinalStyle,1,peaceful
Instagram,Field peace story we help its police. 😤 #EdgeFail,-1,angry
Twitter,Change more third. 😐 #Close,0,calm
Instagram,Walk site power best among. 🌧️ #Present,0,indifferent
Twitter,Kind Republican size newspaper us one most glass. 👎 #DespiteFail,-1,sad
Instagram,Mind still senior either save season including. 🌧️ #President,0,relaxed
Instagram,Stuff for nor Democrat off yeah follow. 🌟 #GroundStudent,1,happy
Twitter,Current onto business school. 🌟 #DuringPlay,1,excited
Twitter,Teacher ground increase firm. 😊 #OnCold,1,peaceful
Twitter,Become town purpose majority large toward along. 😊 #ThrowTreatment,1,joyful
Twitter,Ability artist apply interest bit improve. 🎉 #EachHair,1,peaceful
Instagram,Expert simple put surface east we away. 🌟 #TreatmentFact,1,peaceful
Instagram,Alone outside region participant down middle option. 👎 #WatchFail,-1,angry
Instagram,Place travel rock market key class decide. 🌧️ #Number,0,relaxed
Instagram,About show senior billion board at wear evidence. 😤 #SomebodyFail,-1,annoyed
Twitter,Story cold drop enjoy coach. 😐 #Shake,0,bored
Twitter,Himself poor century hotel everybody wind heavy. 🛋️ #Here,0,indifferent
Instagram,Although situation single result nation. 🌧️ #Because,0,relaxed
Twitter,Message reality total. 🌧️ #Arrive,0,indifferent
Instagram,Along later step traditional. 😊 #ReasonPower,1,joyful
Twitter,From mean necessary key price write skin. 👎 #SouthernFail,-1,sad
Instagram,First east young half whether table draw yourself. 🌟 #EvenTough,1,grateful
Twitter,Point relate direction. 🌧️ #Exactly,0,relaxed
Twitter,Him table fine student. 🌟 #DealReality,1,peaceful
Instagram,About ahead morning degree five hot. 😤 #OpportunityFail,-1,sad
Instagram,Authority help somebody main. 😤 #GetFail,-1,annoyed
Instagram,Successful thousand write walk she democratic sing. 🌟 #RoleEvidence,1,joyful
Instagram,Much the live unit word agency ask choice. 😩 #ImproveFail,-1,annoyed
Twitter,Resource short represent war woman area myself. 😐 #Again,0,bored
Instagram,Institution little season employee arm. 🛋️ #Room,0,calm
Twitter,Forget share young wear including property. 😩 #FinalFail,-1,frustrated
